ESTADO;NOMBRE NODO;ACRONIMO;PROVINCIA;COORDENADAS
ENSERVICIO;SAN JOSE DE FELICIANO;RARESJF01;ENTRE RIOS;[-58.75016667,-30.3841944]
ENSERVICIO;SAN GUSTAVO;RARESGU01;ENTRE RIOS;[-59.39372222,-30.6895833]
ENSERVICIO;SAUCE DE LUNA;RARESCL01;ENTRE RIOS;[-59.21733056,-31.23784444]
ENSERVICIO;OSVALDO MAGNASCO;RAREOMG01;ENTRE RIOS;[-58.05928611,-31.3127222]
ENSERVICIO;NUEVA VIZCAYA;RARENVC01;ENTRE RIOS;[-58.61166389,-30.96779722]
ENSERVICIO;LA PAZ;RARELPZ01;ENTRE RIOS;[-59.63423611,-30.73535]
ENSERVICIO;LA CRIOLLA;RARELCR01;ENTRE RIOS;[-58.11322222,-31.2688333]
ENSERVICIO;LOS CONQUISTADORES;RARELCQ01;ENTRE RIOS;[-58.46502778,-30.58986111]
ENSERVICIO;LOS CHARRUAS;RARELCH01;ENTRE RIOS;[-58.18538889,-31.16891667]
ENSERVICIO;EL CIMARRON;RAREECN01;ENTRE RIOS;[-58.97826944,-30.9864583]
ENSERVICIO;COLONIA PENA (DESVINCULADO);RARECPA01;ENTRE RIOS;[-58.18865,-30.8014667]
ENSERVICIO;CALABACILLA;RARECLB01;ENTRE RIOS;[-58.13470556,-31.50665833]
ENSERVICIO;CHAJARI;RARECHJ01;ENTRE RIOS;[-57.98850556,-30.75574444]
ENSERVICIO;CONCEPCION DEL URUGUAY;RARECDU01;ENTRE RIOS;[-58.25335,-32.48446389]
ENSERVICIO;CONCORDIA;RARECCD01;ENTRE RIOS;[-58.01830556,-31.38165833]
ENSERVICIO;CASEROS;RARECAS01;ENTRE RIOS;[-58.47422222,-32.46175]
ENSERVICIO;CONSCRIPTO BERNARDI;RAREBND01;ENTRE RIOS;[-59.08746944,-31.0450833]
ENSERVICIO;COLONIA WANDA;RARNWND01;MISIONES;[-54.56134444,-25.97140278]
ENSERVICIO;TOBUNA;RARNTON01;MISIONES;[-53.890948,-26.471073]
ENSERVICIO;SAN ANTONIO;RARNSNT01;MISIONES;[-53.736302,-26.055283]
ENSERVICIO;PINALITO SUR;RARNPSR01;MISIONES;[-53.84386111,-26.42727778]
ENSERVICIO;PUERTO IGUAZU;RARNIGZ01;MISIONES;[-54.56454444,-25.61106389]
ENSERVICIO;CRUCE CABALLERO;RARNCCB01;MISIONES;[-53.94166667,-26.54238889]
ENSERVICIO;BERNARDO DE IRIGOYEN;RARNBDI01;MISIONES;[-53.64576944,-26.25511944]
ENSERVICIO;PICO TRUNCADO;RARZTRN01;SANTA CRUZ;[-67.94566667,-46.79236389]
ENSERVICIO;KOLUEL KAIKE;RARZKKK01;SANTA CRUZ;[-68.21626389,-46.71786389]
ENSERVICIO;CALETA OLIVIA;RARZCLO01;SANTA CRUZ;[-67.514386,-46.457964]
ENSERVICIO;COMODORO RIVADAVIA;RARUCRV01;CHUBUT;[-67.4889722222,-45.8546638889]
ENSERVICIO;SELVA;RARGSLV01;SANTIAGO DEL ESTERO;[-62.04766667,-29.76361111]
ENSERVICIO;VILLA TRINIDAD;RARSVTR01;SANTA FE;[-61.87502778,-30.2114167]
ENSERVICIO;TOSTADO;RARSTST01;SANTA FE;[-61.77751944,-29.2287222]
ENSERVICIO;TACURAL (DESVINCULADO);RARSTCR01;SANTA FE;[-61.58918333,-30.8432972]
ENSERVICIO;SUNCHALES;RARSSUN01;SANTA FE;[-61.54760833,-30.945675]
ENSERVICIO;PRESIDENTE ROCA (DESVINCULADO);RARSPRO01;SANTA FE;[-61.61417222,-31.20921944]
ENSERVICIO;PALACIOS;RARSPLS01;SANTA FE;[-61.62102778,-30.70794444]
ENSERVICIO;NUEVA LEHMANN (DESVINCULADO);RARSNLH01;SANTA FE;[-61.51331944,-31.1175417]
ENSERVICIO;MOISES VILLE;RARSMSV01;SANTA FE;[-61.47138889,-30.72083333]
ENSERVICIO;MONIGOTES;RARSMGT01;SANTA FE;[-61.633875,-30.4918361]
ENSERVICIO;MONTEFIORE;RARSMFR01;SANTA FE;[-61.86602778,-29.6658333]
ENSERVICIO;LA RUBIA;RARSLRB01;SANTA FE;[-61.79286667,-30.1113389]
ENSERVICIO;LAS PALMERAS;RARSLPS01;SANTA FE;[-61.62716667,-30.62661111]
ENSERVICIO;LOGRONO;RARSLOG01;SANTA FE;[-61.69683333,-29.50286111]
ENSERVICIO;LEHMANN;RARSLEH01;SANTA FE;[-61.44971944,-31.1233222]
ENSERVICIO;HERSILIA;RARSHRS01;SANTA FE;[-61.85527778,-29.9989861]
ENSERVICIO;EGUSQUIZA;RARSEGQ01;SANTA FE;[-61.62675556,-31.0943611]
ENSERVICIO;CURUPAYTI;RARSCRY01;SANTA FE;[-61.65325,-30.3949444]
ENSERVICIO;CERES;RARSCRS01;SANTA FE;[-61.94908333,-29.86397222]
ENSERVICIO;COLONIA RAQUEL (DESVINCULADO);RARSCRQ01;SANTA FE;[-61.49011389,-30.8363056]
ENSERVICIO;COLONIA BOSSI;RARSBSS01;SANTA FE;[-61.78906944,-30.6690806]
ENSERVICIO;ATALIVA;RARSATA01;SANTA FE;[-61.43258056,-31.0005639]
ENSERVICIO;ARRUFO;RARSARF01;SANTA FE;[-61.72727778,-30.23163889]
ENSERVICIO;VILLA DEL TOTORAL;RARXVTT01;CORDOBA;[-64.05856389,-30.70451667]
ENSERVICIO;VILLA GUTIERREZ;RARXVGU01;CORDOBA;[-64.160214,-30.679758]
ENSERVICIO;TIO PUJIO;RARXTPJ01;CORDOBA;[-63.353455,-32.286138]
ENSERVICIO;TANCACHA (DESVINCULADO);RARXTNC01;CORDOBA;[-63.98343056,-32.23443056]
ENSERVICIO;SAN JOSE DE LAS SALINAS;RARXSSL01;CORDOBA;[-64.62219167,-30.00819444]
ENSERVICIO;SINSACATE;RARXSSC01;CORDOBA;[-64.094772,-30.943036]
ENSERVICIO;SERREZUELA;RARXSRZ01;CORDOBA;[-65.39255,-30.6391167]
ENSERVICIO;VILLA DE SOTO;RARXSOT01;CORDOBA;[-65.01383333,-30.85405556]
ENSERVICIO;SOCAVONES;RARXSCV01;CORDOBA;[-64.14669444,-31.52745]
ENSERVICIO;SAN AGUSTIN;RARXSAT01;CORDOBA;[-64.377576,-31.976629]
ENSERVICIO;SARMIENTO;RARXSAR01;CORDOBA;[-64.10851389,-30.77575]
ENSERVICIO;RIO PRIMERO;RARXRPR01;CORDOBA;[-63.62111111,-31.3348056]
ENSERVICIO;RAFAEL GARCIA;RARXRGC01;CORDOBA;[-64.25920556,-31.64705556]
ENSERVICIO;QUILINO;RARXQUI01;CORDOBA;[-64.49614444,-30.2135722]
ENSERVICIO;LOS POZOS;RARXPZS01;CORDOBA;[-64.253675,-30.51999444]
ENSERVICIO;PASO VIEJO;RARXPVJ01;CORDOBA;[-65.19025,-30.76697778]
ENSERVICIO;MONTE RALO;RARXMRL01;CORDOBA;[-64.24140833,-31.9085333]
ENSERVICIO;MANFREDI;RARXMNF01;CORDOBA;[-63.74310833,-31.846425]
ENSERVICIO;LOZADA;RARXLZD01;CORDOBA;[-64.09054167,-31.64772778]
ENSERVICIO;LUCIO V MANSILLA;RARXLVM01;CORDOBA;[-64.70973889,-29.8048528]
ENSERVICIO;LOS MOLINOS;RARXLML01;CORDOBA;[-64.37757778,-31.854925]
ENSERVICIO;LAGUNA LARGA;RARXLGL01;CORDOBA;[-63.79956111,-31.77523889]
ENSERVICIO;LAS BAJADAS;RARXLBJ01;CORDOBA;[-64.330916,-32.094729]
ENSERVICIO;KILOMETRO 658;RARXKMS01;CORDOBA;[-63.53292778,-31.37061111]
ENSERVICIO;JESUS MARIA;RARXJMR01;CORDOBA;[-64.09036111,-30.9863861]
ENSERVICIO;HERNANDO CIUDAD;RARXHRN02;CORDOBA;[-63.738775,-32.4228417]
ENSERVICIO;GENERAL PAZ;RARXGPZ01;CORDOBA;[-64.14015,-31.13606389]
ENSERVICIO;GENERAL FOTHERINGHAM;RARXFTH01;CORDOBA;[-63.86802444,-32.323925]
ENSERVICIO;EL CHACHO;RARXECH01;CORDOBA;[-65.65626389,-30.79963056]
ENSERVICIO;DESPENADEROS (DESVINCULADOS);RARXDSP01;CORDOBA;[-64.29596389,-31.81759444]
ENSERVICIO;DEAN FUNES;RARXDFN01;CORDOBA;[-64.35716111,-30.42289444]
ENSERVICIO;CAPILLA DE LOS REMEDIOS;RARXCRM01;CORDOBA;[-63.83223056,-31.42955833]
ENSERVICIO;CORRALITO;RARXCRL01;CORDOBA;[-64.19637778,-32.02675]
ENSERVICIO;CRUZ DEL EJE;RARXCDE01;CORDOBA;[-64.80055833,-30.72420556]
ENSERVICIO;CORDOBA (UNIVERSIDAD);RARXCDB01;CORDOBA;[-64.18978056,-31.43919444]
ENSERVICIO;CASEROS CENTRO;RARXCCO01;CORDOBA;[-64.1476972222,-31.5615638889]
ENSERVICIO;BOUWER;RARXBWR01;CORDOBA;[-64.18791667,-31.5589389]
ENSERVICIO;BANADO DE SOTO;RARXBST01;CORDOBA;[-65.052825,-30.7943667]
ENSERVICIO;AVELLANEDA;RARXADA01;CORDOBA;[-64.20645,-30.595061]
ENSERVICIO;VILLA CLODOMIRO HILERET;RARTVCL01;TUCUMAN;[-65.66203889,-27.47498056]
ENSERVICIO;VILLA BELGRANO;RARTVAB01;TUCUMAN;[-65.61454444,-27.53027222]
ENSERVICIO;SANTA ANA;RARTSTA01;TUCUMAN;[-65.68586111,-27.47348333]
ENSERVICIO;SAN JOSE DE LA COCHA (DESVINCULADO);RARTSJH01;TUCUMAN;[-65.58468333,-27.73188611]
ENSERVICIO;RUMI PUNCO;RARTRMP01;TUCUMAN;[-65.57048056,-27.9839639]
ENSERVICIO;RIO CHICO;RARTRCC01;TUCUMAN;[-65.62085,-27.481]
ENSERVICIO;JUAN BAUTISTA ALBERDI;RARTJBA01;TUCUMAN;[-65.609583,-27.595528]
ENSERVICIO;LA COCHA;RARTCOC01;TUCUMAN;[-65.58397222,-27.76618611]
ENSERVICIO;RECREO;RARKRCR01;CATAMARCA;[-65.05761667,-29.2844667]
ENSERVICIO;QUIROS;RARKQRS01;CATAMARCA;[-65.111003,-28.785864]
ENSERVICIO;PALO LABRADO;RARKPLD01;CATAMARCA;[-65.619367,-28.318328]
ENSERVICIO;MIRAFLORES;RARKMRF01;CATAMARCA;[-65.903906,-28.597992]
ENSERVICIO;MONTE POTRERO;RARKMPT01;CATAMARCA;[-65.662561,-28.180058]
ENSERVICIO;LA VINA;RARKLVI01;CATAMARCA;[-65.595894,-28.037331]
ENSERVICIO;LA MERCED;RARKLMR01;CATAMARCA;[-65.660364,-28.153925]
ENSERVICIO;HUAYCAMA;RARKHYC01;CATAMARCA;[-65.673019,-28.513867]
ENSERVICIO;HUILLAPIMA;RARKHLL01;CATAMARCA;[-65.976894,-28.724342]
ENSERVICIO;EL PORTEZUELO;RARKEPT01;CATAMARCA;[-65.636106,-28.472197]
ENSERVICIO;CAPAYAN;RARKCYN01;CATAMARCA;[-66.048739,-28.760092]
ENSERVICIO;SAN FERNANDO DEL VALLE DE CATAMARCA;RARKCTM01;CATAMARCA;[-65.777639,-28.479083]
ENSERVICIO;CONETA;RARKCON01;CATAMARCA;[-65.890556,-28.585833]
ENSERVICIO;CHUMBICHA;RARKCHU01;CATAMARCA;[-66.23546667,-28.8570139]
ENSERVICIO;COLONIA DEL VALLE;RARKCDV01;CATAMARCA;[-65.868058,-28.653058]
ENSERVICIO;LA BAJADA;RARKBAJ01;CATAMARCA;[-65.620669,-28.381619]
ENSERVICIO;AMADORES;RARKAMD01;CATAMARCA;[-65.637833,-28.261783]
ENSERVICIO;VILLA LLAO LLAO;RARRVLO01;RIO NEGRO;[-71.52444722,-41.05229167]
ENSERVICIO;VILLA LOS COIHUES;RARRVLC01;RIO NEGRO;[-71.40831944,-41.15344444]
ENSERVICIO;VILLA CATEDRAL;RARRVCR01;RIO NEGRO;[-71.437975,-41.16661389]
ENSERVICIO;VILLA CAMPANARIO;RARRVCA01;RIO NEGRO;[-71.452175,-41.10128333]
ENSERVICIO;SIERRA COLORADA;RARRSCO01;RIO NEGRO;[-67.75604444,-40.58708333]
ENSERVICIO;PILCANIYEU;RARRPLC01;RIO NEGRO;[-70.71484722,-41.12064444]
ENSERVICIO;CLEMENTE ONELLI;RARRONE01;RIO NEGRO;[-70.03195833,-41.24577778]
ENSERVICIO;MAQUINCHAO;RARRMAQ01;RIO NEGRO;[-68.70060278,-41.25723889]
ENSERVICIO;LOS MENUCOS;RARRLMN01;RIO NEGRO;[-68.09294167,-40.84488056]
ENSERVICIO;INGENIERO JACOBACCI;RARRJCB01;RIO NEGRO;[-69.53122222,-41.33452778]
ENSERVICIO;DINA HUAPI;RARRDHP01;RIO NEGRO;[-71.168925,-41.074825]
ENSERVICIO;COMALLO;RARRCOM01;RIO NEGRO;[-70.26398056,-41.03466389]
ENSERVICIO;SAN CARLOS DE BARILOCHE;RARRBRL01;RIO NEGRO;[-71.2765916667,-41.1342444444]
ENSERVICIO;BARRIO EL PILAR;RARRBEP01;RIO NEGRO;[-71.33728333,-41.17068333]
ENSERVICIO;AGUADA DE GUERRA;RARRADG01;RIO NEGRO;[-68.38026667,-41.06897222]
ENSERVICIO;VILLA LA ANGOSTURA;RARQVLA01;NEUQUEN;[-71.639407,-40.762316]
ENSERVICIO;SAN MARTIN DE LOS ANDES;RARQSMA01;NEUQUEN;[-71.322375,-40.15097222]
ENSERVICIO;JUNIN DE LOS ANDES;RARQJND01;NEUQUEN;[-71.08159722,-39.94407778]
ENSERVICIO;ZARATE;RARBZRT01;BUENOS AIRES;[-59.048278,-34.105194]
ENSERVICIO;VILLA RAMALLO (DESVINCULADO);RARBVRM01;BUENOS AIRES;[-60.066802,-33.502018]
ENSERVICIO;VINA;RARBVIN01;BUENOS AIRES;[-60.23051,-33.989853]
ENSERVICIO;VILLA ANGELICA (EST. EL SOCORRO);RARBVAN01;BUENOS AIRES;[-60.70798056,-33.6643778]
ENSERVICIO;TORRES;RARBTRR01;BUENOS AIRES;[-59.131639,-34.429694]
ENSERVICIO;TODD;RARBTOD01;BUENOS AIRES;[-60.153441,-34.034443]
ENSERVICIO;SAN VICENTE (DESVINCULADO);RARBSVC01;BUENOS AIRES;[-58.43391,-35.02728]
ENSERVICIO;SAN NICOLAS DE LOS ARROYOS;RARBSNA01;BUENOS AIRES;[-60.2010388889,-33.3388416667]
ENSERVICIO;SOLIS;RARBSLS01;BUENOS AIRES;[-59.32353611,-34.2973861]
ENSERVICIO;RIO TALA;RARBRTA01;BUENOS AIRES;[-59.63911944,-33.76995]
ENSERVICIO;RAMALLO;RARBRMA01;BUENOS AIRES;[-60.01455,-33.4926417]
ENSERVICIO;RANCAGUA;RARBRAN01;BUENOS AIRES;[-60.501369,-34.030475]
ENSERVICIO;PERGAMINO CIUDAD (MPLS);RARBPRG02;BUENOS AIRES;[-60.5714722,-33.8606389]
ENSERVICIO;PERGAMINO CIUDAD (DWDM);RARBPRG01;BUENOS AIRES;[-60.5714722,-33.8606389]
ENSERVICIO;MANUEL OCAMPO;RARBOCP01;BUENOS AIRES;[-60.65036944,-33.7653861]
ENSERVICIO;MARCOS PAZ (SILICA);RARBMPZ01;BUENOS AIRES;[-58.89065,-34.857485]
ENSERVICIO;MARIANO BENITEZ;RARBMBZ01;BUENOS AIRES;[-60.584667,-33.70775]
ENSERVICIO;LA PLATA;RARBLPL01;BUENOS AIRES;[-57.9746888889,-34.9425166667]
ENSERVICIO;LA LUISA;RARBLLU01;BUENOS AIRES;[-59.93204167,-34.1300667]
ENSERVICIO;LIMA;RARBLIM01;BUENOS AIRES;[-59.196668,-34.041398]
ENSERVICIO;JUAN A. DE LA PENA;RARBJPE01;BUENOS AIRES;[-60.487968,-33.830587]
ENSERVICIO;JUAN ANCHORENA;RARBJAN01;BUENOS AIRES;[-60.382051,-33.925028]
ENSERVICIO;GUERRICO;RARBGUE01;BUENOS AIRES;[-60.401365,-33.672828]
ENSERVICIO;VILLA GENERAL SAVIO;RARBGSV01;BUENOS AIRES;[-60.14791944,-33.4383778]
ENSERVICIO;GENERAL ROJO;RARBGRJ01;BUENOS AIRES;[-60.284136,-33.466036]
ENSERVICIO;GOBERNADOR CASTRO;RARBGCT01;BUENOS AIRES;[-59.87133611,-33.6615139]
ENSERVICIO;FONTEZUELA;RARBFTZ01;BUENOS AIRES;[-60.458912,-33.911901]
ENSERVICIO;EL PARAISO;RARBEPA01;BUENOS AIRES;[-59.98036111,-33.5672778]
ENSERVICIO;DUGGAN;RARBDUG01;BUENOS AIRES;[-59.63817222,-34.2114889]
ENSERVICIO;CAPITAN SARMIENTO;RARBCSM01;BUENOS AIRES;[-59.79345,-34.1718861]
ENSERVICIO;CAMPANA;RARBCPN01;BUENOS AIRES;[-58.968954,-34.180292]
ENSERVICIO;CANUELAS;RARBCNL01;BUENOS AIRES;[-58.7328583333,-35.0256444444]
ENSERVICIO;CAPILLA DEL SENOR;RARBCDS01;BUENOS AIRES;[-59.10114444,-34.29258889]
ENSERVICIO;BARADERO;RARBBRD01;BUENOS AIRES;[-59.50957,-33.810287]
ENSERVICIO;BENAVIDEZ;RARBBNV01;BUENOS AIRES;[-58.72027778,-34.4108333]
ENSERVICIO;SAN ANTONIO DE ARECO;RARBARE01;BUENOS AIRES;[-59.47415833,-34.2421444]
ENSERVICIO;VILLA ALSINA;RARBALS01;BUENOS AIRES;[-59.39293056,-33.9071889]
ENSERVICIO;ARROYO DULCE;RARBADU01;BUENOS AIRES;[-60.41030278,-34.0936278]
ENSERVICIO;ACEVEDO;RARBACV01;BUENOS AIRES;[-60.4358888889,-33.7557416667]
ENSERVICIO;ARRECIFES;RARBACF01;BUENOS AIRES;[-60.071807,-34.063912]
ENSERVICIO;SAN NICOLAS;RARFSNS01;LA RIOJA;[-67.473299,-29.117936]
ENSERVICIO;SANTA FLORENTINA;RARFSFL01;LA RIOJA;[-67.555754,-29.130618]
ENSERVICIO;PITUIL;RARFPTL01;LA RIOJA;[-67.449117,-28.582133]
ENSERVICIO;CHANARMUYO;RARFCYO01;LA RIOJA;[-67.585758,-28.606522]
ENSERVICIO;CAMPANAS;RARFCMP01;LA RIOJA;[-67.617573,-28.556084]
ENSERVICIO;CHILECITO;RARFCHT01;LA RIOJA;[-67.49479167,-29.16124167]
ENSERVICIO;BAJO CARRIZAL;RARFBCZ01;LA RIOJA;[-67.563648,-28.888795]
ENSERVICIO;ANGULOS;RARFAUS01;LA RIOJA;[-67.650033,-28.655415]
ENSERVICIO;ALPASINCHE;RARFALP01;LA RIOJA;[-67.0532,-28.31984167]
ENSERVICIO;YAPES;RARKYAP01;CATAMARCA;[-66.078025,-26.84455556]
ENSERVICIO;VILLA VIL;RARKVVL01;CATAMARCA;[-66.823417,-27.093333]
ENSERVICIO;SANTA MARIA;RARKSMR01;CATAMARCA;[-66.041042,-26.698689]
ENSERVICIO;SANTA CRUZ;RARKSCZ01;CATAMARCA;[-65.668192,-28.500486]
ENSERVICIO;LA PUNTILLA (BELEN);RARKPUL01;CATAMARCA;[-66.994114,-27.685833]
ENSERVICIO;PUERTA DE SAN JOSE;RARKPJE01;CATAMARCA;[-67.004678,-27.548972]
ENSERVICIO;PUNTA DE BALASTO;RARKPDB01;CATAMARCA;[-66.134342,-26.952478]
ENSERVICIO;PUERTA DE CORRAL QUEMADO;RARKPCQ01;CATAMARCA;[-66.922222,-27.225836]
ENSERVICIO;LORO HUASI;RARKLOH01;CATAMARCA;[-66.053408,-26.736158]
ENSERVICIO;LOS NACIMIENTOS;RARKLNC01;CATAMARCA;[-66.7355,-27.165444]
ENSERVICIO;LAS MOJARRAS;RARKLMJ01;CATAMARCA;[-66.057472,-26.673578]
ENSERVICIO;LONDRES;RARKLDR01;CATAMARCA;[-67.139125,-27.716881]
ENSERVICIO;JACIPUNCO;RARKJAC01;CATAMARCA;[-67.005042,-27.242214]
ENSERVICIO;HUALFIN;RARKHLF01;CATAMARCA;[-66.833444,-27.223389]
ENSERVICIO;FUERTE QUEMADO;RARKFQM01;CATAMARCA;[-66.048358,-26.626769]
ENSERVICIO;FAMATANCA;RARKFMT01;CATAMARCA;[-66.082833,-26.778611]
ENSERVICIO;EL SALADO;RARKESL01;CATAMARCA;[-67.246761,-28.304858]
ENSERVICIO;EL PUEBLITO (DESVINCULADO);RARKEPO01;CATAMARCA;[-67.162722,-28.289861]
ENSERVICIO;EL DESMONTE;RARKEDS01;CATAMARCA;[-66.099722,-26.884806]
ENSERVICIO;CASPICHANGO;RARKCSP01;CATAMARCA;[-65.952222,-26.732878]
ENSERVICIO;CHANAR PUNCO (DESVINCULADO);RARKCPC01;CATAMARCA;[-66.066752,-26.709442]
ENSERVICIO;CERRO NEGRO (DESVINCULADO);RARKCNE01;CATAMARCA;[-67.135444,-28.259194]
ENSERVICIO;CONDOR HUASI;RARKCHS01;CATAMARCA;[-67.095831,-27.495422]
ENSERVICIO;BELEN;RARKBLN01;CATAMARCA;[-67.020389,-27.646722]
ENSERVICIO;TENIENTE ORIGONE;RARBTOR01;BUENOS AIRES;[-62.57101389,-39.0613444]
ENSERVICIO;PEDRO LURO;RARBPLU01;BUENOS AIRES;[-62.680856,-39.502842]
ENSERVICIO;PIGÜE;RARBPIG01;BUENOS AIRES;[-62.410028,-37.604389]
ENSERVICIO;HILARIO ASCASUBI;RARBHAS01;BUENOS AIRES;[-62.64622313,-39.37554483]
ENSERVICIO;GENERAL DANIEL CERRI;RARBDCE01;BUENOS AIRES;[-62.402205,-38.715294]
ENSERVICIO;MAYOR BURATOVICH;RARBBUR01;BUENOS AIRES;[-62.61647222,-39.2616944]
ENSERVICIO;BAHIA BLANCA (MPLS);RARBBHB02;BUENOS AIRES;[-62.2833722222,-38.7510638889]
ENSERVICIO;BAHIA BLANCA (DWDM);RARBBHB01;BUENOS AIRES;[-62.2833722222,-38.7510638889]
ENSERVICIO;ARGERICH;RARBARG01;BUENOS AIRES;[-62.601599,-38.77061]
ENSERVICIO;TANDIL;RARBTDL01;BUENOS AIRES;[-59.133611,-37.299889]
ENSERVICIO;OLAVARRIA;RARBOLV01;BUENOS AIRES;[-60.30958333,-36.8854194]
ENSERVICIO;LOPEZ;RARBLOP01;BUENOS AIRES;[-59.628589,-37.552344]
ENSERVICIO;HINOJO;RARBHNJ01;BUENOS AIRES;[-60.160656,-36.865519]
ENSERVICIO;CROTTO;RARBCTO01;BUENOS AIRES;[-60.17097778,-36.5760333]
ENSERVICIO;SAN CARLOS DE BOLIVAR;RARBBLV01;BUENOS AIRES;[-61.123139,-36.254722]
ENSERVICIO;BENITO JUAREZ;RARBBJU01;BUENOS AIRES;[-59.80777778,-37.6809444]
ENSERVICIO;AZUL;RARBAZL01;BUENOS AIRES;[-59.85005556,-36.76994444]
ENSERVICIO;ARIEL;RARBARI01;BUENOS AIRES;[-59.92035833,-36.5318028]
ENSERVICIO;VILLA FIGUEROA;RARGVFG01;SANTIAGO DEL ESTERO;[-63.50668333,-27.715625]
ENSERVICIO;SUNCHO CORRAL;RARGSCR01;SANTIAGO DEL ESTERO;[-63.43138333,-27.93126667]
ENSERVICIO;MATARA;RARGMAT01;SANTIAGO DEL ESTERO;[-63.19130556,-28.11147222]
ENSERVICIO;GUARDIA ESCOLTA;RARGGES01;SANTIAGO DEL ESTERO;[-62.12839444,-28.98586667]
ENSERVICIO;FORTIN INCA;RARGFIN01;SANTIAGO DEL ESTERO;[-61.93815556,-29.12830833]
ENSERVICIO;ESTACION TACANITAS;RARGETC01;SANTIAGO DEL ESTERO;[-62.60573333,-28.62479167]
ENSERVICIO;BANDERA;RARGBDR01;SANTIAGO DEL ESTERO;[-62.26744444,-28.88791667]
ENSERVICIO;AVERIAS;RARGAVS01;SANTIAGO DEL ESTERO;[-62.449725,-28.74518333]
ENSERVICIO;ANATUYA;RARGATY01;SANTIAGO DEL ESTERO;[-62.83863889,-28.4635]
